dataset,classifier,metric,author,fold,value
mushroom,perceptron,f1,thalles--barros,v2,0.4207247882563044
mushroom,svm,acc,thalles--barros,v2,1.0
mushroom,svm,f1,thalles--barros,v2,1.0
mushroom,naive_bayes,acc,thalles--barros,v2,0.5443349753694581
mushroom,naive_bayes,f1,thalles--barros,v2,0.5443349753694581
mushroom,decision_tree,acc,thalles--barros,v2,1.0
mushroom,decision_tree,f1,thalles--barros,v2,1.0
mushroom,knn,acc,thalles--barros,v2,0.999384236453202
mushroom,knn,f1,thalles--barros,v2,0.9984713150361793
agaricus-lepiota,perceptron,f1,vitor--garcia,v2,0.8991436446103431
agaricus-lepiota,perceptron,acc,vitor--garcia,v2,0.9086879432624112
agaricus-lepiota,svm,f1,vitor--garcia,v2,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v2,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v2,0.5840070672050197
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v2,0.6906028368794326
agaricus-lepiota,decision_tree,f1,vitor--garcia,v2,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v2,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v2,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v2,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v2,0.7047619047619047
Car Evaluation,svm,acc,vitor-oliveira,v2,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v2,0.7600000000000001
Car Evaluation,naive_bayes,acc,vitor-oliveira,v2,0.7398843930635838
Car Evaluation,naive_bayes,f1,vitor-oliveira,v2,0.5454545454545454
Car Evaluation,decision_tree,acc,vitor-oliveira,v2,0.976878612716763
Car Evaluation,decision_tree,f1,vitor-oliveira,v2,0.9855072463768116
Car Evaluation,knn,acc,vitor-oliveira,v2,0.9132947976878611
Car Evaluation,knn,f1,vitor-oliveira,v2,0.9281767955801106
bank,perceptron,f1,ana--beatriz,v3,0.5299760641163163
bank,perceptron,acc,ana--beatriz,v3,0.8772123893805309
bank,svm,f1,ana--beatriz,v3,0.4657210401891253
bank,svm,acc,ana--beatriz,v3,0.8716814159292036
bank,naive_bayes,f1,ana--beatriz,v3,0.6541804382421349
bank,naive_bayes,acc,ana--beatriz,v3,0.834070796460177
bank,decision_tree,f1,ana--beatriz,v3,0.7441626219131812
bank,decision_tree,acc,ana--beatriz,v3,0.8971238938053098
bank,knn,f1,ana--beatriz,v3,0.5116694599498595
bank,knn,acc,ana--beatriz,v3,0.870575221238938
glass_identification,perceptron,acc,andrey--jodar,v3,0.5952380952380952
glass_identification,svm,f1,andrey--jodar,v3,0.3629911883781853
glass_identification,svm,acc,andrey--jodar,v3,0.5476190476190477
glass_identification,naive_bayes,f1,andrey--jodar,v3,0.4201680672268907
glass_identification,naive_bayes,acc,andrey--jodar,v3,0.5238095238095238
glass_identification,decision_tree,f1,andrey--jodar,v3,0.6284608294930876
glass_identification,decision_tree,acc,andrey--jodar,v3,0.6666666666666666
glass_identification,knn,f1,andrey--jodar,v3,0.3845679012345679
glass_identification,knn,acc,andrey--jodar,v3,0.6904761904761905
spambase,perceptron,f1,arthur--heiji,v3,0.9006550602463725
spambase,perceptron,acc,arthur--heiji,v3,0.9032608695652172
spambase,svm,f1,arthur--heiji,v3,0.922250759671807
spambase,svm,acc,arthur--heiji,v3,0.925
spambase,naive_bayes,f1,arthur--heiji,v3,0.8367590279354985
spambase,naive_bayes,acc,arthur--heiji,v3,0.8369565217391305
spambase,decision_tree,f1,arthur--heiji,v3,0.907990799079908
spambase,decision_tree,acc,arthur--heiji,v3,0.9119565217391304
spambase,knn,f1,arthur--heiji,v3,0.8962012400910446
spambase,knn,acc,arthur--heiji,v3,0.9
wine_quality_red,perceptron,f1,arthur-hydeki,v3,0.7249569968043375
wine_quality_red,svm,acc,arthur-hydeki,v3,0.903218230190146
wine_quality_red,svm,f1,arthur-hydeki,v3,0.913159967605014
wine_quality_red,naive_bayes,acc,arthur-hydeki,v3,0.8321288362092241
wine_quality_red,naive_bayes,f1,arthur-hydeki,v3,0.9582595849748036
wine_quality_red,knn,acc,arthur-hydeki,v3,0.8251064636382379
wine_quality_red,knn,f1,arthur-hydeki,v3,0.8553915064697274
wine_quality_red,decision_tree,acc,arthur-hydeki,v3,0.7964243790029462
wine_quality_red,decision_tree,f1,arthur-hydeki,v3,0.8038961394009607
insurance,logistic_regression,acc,arthur-protazio,v3,0.8432835820895522
insurance,logistic_regression,f1,arthur-protazio,v3,0.839081687007515
insurance,decision_tree,acc,arthur-protazio,v3,0.8507462686567164
insurance,decision_tree,f1,arthur-protazio,v3,0.8518589254095285
insurance,random_forest,acc,arthur-protazio,v3,0.9029850746268656
insurance,random_forest,f1,arthur-protazio,v3,0.9024542385515708
insurance,knn,acc,arthur-protazio,v3,0.8134328358208955
insurance,knn,f1,arthur-protazio,v3,0.8069218797236621
insurance,svm,acc,arthur-protazio,v3,0.9104477611940298
insurance,svm,f1,arthur-protazio,v3,0.909046604138898
column_2c,perceptron,f1,eduardo-barbeiro,v3,0.7254637835282997
column_2c,perceptron,acc,eduardo-barbeiro,v3,0.7580645161290323
column_2c,svm,f1,eduardo-barbeiro,v3,0.4746291959406712
column_2c,svm,acc,eduardo-barbeiro,v3,0.6451612903225806
column_2c,naive_bayes,f1,eduardo-barbeiro,v3,0.7432950191570882
column_2c,naive_bayes,acc,eduardo-barbeiro,v3,0.7741935483870968
column_2c,decision_tree,f1,eduardo-barbeiro,v3,0.6895268474215842
column_2c,decision_tree,acc,eduardo-barbeiro,v3,0.7580645161290323
column_2c,knn,f1,eduardo-barbeiro,v3,0.7130647130647131
column_2c,knn,acc,eduardo-barbeiro,v3,0.7419354838709677
Automobile,perceptron,acc,eduardo-cavazin,v3,0.6774193548387096
Automobile,svm,f1,eduardo-cavazin,v3,0.1815652173913043
Automobile,svm,acc,eduardo-cavazin,v3,0.3548387096774194
Automobile,naive_bayes,f1,eduardo-cavazin,v3,0.5336363636363637
Automobile,naive_bayes,acc,eduardo-cavazin,v3,0.5806451612903226
Automobile,decision_tree,f1,eduardo-cavazin,v3,0.8107961603613777
Automobile,decision_tree,acc,eduardo-cavazin,v3,0.8387096774193549
Automobile,knn,f1,eduardo-cavazin,v3,0.4142704517704518
Automobile,knn,acc,eduardo-cavazin,v3,0.5483870967741935
accelerator-mobile,perceptron,f1,gregory--soares,v3,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v3,0.982
accelerator-mobile,svm,f1,gregory--soares,v3,0.782
accelerator-mobile,svm,acc,gregory--soares,v3,0.987
accelerator-mobile,naive_bayes,f1,gregory--soares,v3,0.495
accelerator-mobile,naive_bayes,acc,gregory--soares,v3,0.982
accelerator-mobile,decision_tree,f1,gregory--soares,v3,0.924
accelerator-mobile,decision_tree,acc,gregory--soares,v3,0.995
accelerator-mobile,knn,f1,gregory--soares,v3,0.83
accelerator-mobile,knn,acc,gregory--soares,v3,0.988
iris,perceptron,acc,gustavo--cruz-v2,v3,0.0666666666666666
iris,perceptron,f1,gustavo--cruz-v2,v3,0.0416666666666666
iris,svm,acc,gustavo--cruz-v2,v3,0.9666666666666668
iris,svm,f1,gustavo--cruz-v2,v3,0.964747356051704
iris,naive_bayes,acc,gustavo--cruz-v2,v3,0.9
iris,naive_bayes,f1,gustavo--cruz-v2,v3,0.4736842105263157
iris,decision_tree,acc,gustavo--cruz-v2,v3,1.0
iris,decision_tree,f1,gustavo--cruz-v2,v3,1.0
iris,knn,acc,gustavo--cruz-v2,v3,1.0
iris,knn,f1,gustavo--cruz-v2,v3,1.0
garments-workers,perceptron,acc,isaque--cruz,v3,0.6719457013574661
garments-workers,perceptron,f1,isaque--cruz,v3,0.6593476100117466
garments-workers,svm,acc,isaque--cruz,v3,0.751131221719457
garments-workers,svm,f1,isaque--cruz,v3,0.490932696737446
garments-workers,naive_bayes,acc,isaque--cruz,v3,0.7805429864253394
garments-workers,naive_bayes,f1,isaque--cruz,v3,0.6451855836471221
garments-workers,decision_tree,acc,isaque--cruz,v3,0.8031674208144797
garments-workers,decision_tree,f1,isaque--cruz,v3,0.7359563291791121
garments-workers,knn,acc,isaque--cruz,v3,0.7918552036199095
garments-workers,knn,f1,isaque--cruz,v3,0.7311719906917706
wine,perceptron,acc,larissa-v2,v3,0.9722222222222222
wine,perceptron,f1,larissa-v2,v3,0.970961887477314
wine,svm,acc,larissa-v2,v3,0.9722222222222222
wine,svm,f1,larissa-v2,v3,0.970961887477314
wine,naive_bayes,acc,larissa-v2,v3,1.0
wine,naive_bayes,f1,larissa-v2,v3,1.0
wine,knn,acc,larissa-v2,v3,0.9166666666666666
wine,knn,f1,larissa-v2,v3,0.9162962962962964
wine,decision_tree,acc,larissa-v2,v3,0.9722222222222222
wine,decision_tree,f1,larissa-v2,v3,0.9740129935032484
tic_tac_toe,perceptron,f1,leandro-menoni,v3,0.51
tic_tac_toe,perceptron,acc,leandro-menoni,v3,0.52
tic_tac_toe,svm,f1,leandro-menoni,v3,0.45
tic_tac_toe,svm,acc,leandro-menoni,v3,0.71
tic_tac_toe,naive_bayes,f1,leandro-menoni,v3,0.59
tic_tac_toe,naive_bayes,acc,leandro-menoni,v3,0.73
tic_tac_toe,decision_tree,f1,leandro-menoni,v3,0.85
tic_tac_toe,decision_tree,acc,leandro-menoni,v3,0.87
tic_tac_toe,knn,f1,leandro-menoni,v3,0.81
tic_tac_toe,knn,acc,leandro-menoni,v3,0.85
wine-white,decision_tree,acc,lucas-v2,v3,0.7681307456588355
wine-white,decision_tree,f1,lucas-v2,v3,0.7350347253271334
wine-white,knn,acc,lucas-v2,v3,0.7732379979570991
wine-white,knn,f1,lucas-v2,v3,0.7322605919049168
wine-white,naive_bayes,acc,lucas-v2,v3,0.7436159346271706
wine-white,naive_bayes,f1,lucas-v2,v3,0.7019606178402276
wine-white,perceptron,acc,lucas-v2,v3,0.7538304392236976
wine-white,perceptron,f1,lucas-v2,v3,0.71680240060015
wine-white,svm,acc,lucas-v2,v3,0.7599591419816139
wine-white,svm,f1,lucas-v2,v3,0.6593733945103544
data.csv,perceptron,acc,luiz-miguel-silva,v3,0.6475
data.csv,perceptron,f1,luiz-miguel-silva,v3,0.5593097456859106
data.csv,svm,acc,luiz-miguel-silva,v3,0.7375
data.csv,svm,f1,luiz-miguel-silva,v3,0.6185579729770395
data.csv,naive_bayes,acc,luiz-miguel-silva,v3,0.6625
data.csv,naive_bayes,f1,luiz-miguel-silva,v3,0.5305674717672684
data.csv,knn,acc,luiz-miguel-silva,v3,0.68
data.csv,knn,f1,luiz-miguel-silva,v3,0.5707945913828266
data.csv,decision_tree,acc,luiz-miguel-silva,v3,0.6475
data.csv,decision_tree,f1,luiz-miguel-silva,v3,0.5786900342455898
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v3,0.95
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v3,0.9505392997400298
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v3,0.9714285714285714
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v3,0.9715631307468042
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v3,0.9642857142857144
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v3,0.9645308650833512
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v3,0.9642857142857144
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v3,0.9643722285263608
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v3,0.9357142857142856
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v3,0.9347985347985348
iris,perceptron,acc,pablo-v2,v3,0.8
iris,perceptron,f1,pablo-v2,v3,0.7802197802197802
iris,svm,acc,pablo-v2,v3,1.0
iris,svm,f1,pablo-v2,v3,1.0
iris,naive_bayes,acc,pablo-v2,v3,1.0
iris,naive_bayes,f1,pablo-v2,v3,1.0
iris,knn,acc,pablo-v2,v3,1.0
iris,knn,f1,pablo-v2,v3,1.0
iris,decision_tree,acc,pablo-v2,v3,1.0
iris,decision_tree,f1,pablo-v2,v3,1.0
bank,perceptron,acc,rafael-leonardo,v3,0.6719125858974884
bank,perceptron,f1,rafael-leonardo,v3,0.5666356053799343
bank,svm,acc,rafael-leonardo,v3,0.6782697899285594
bank,svm,f1,rafael-leonardo,v3,0.7055287957034548
bank,naive_bayes,acc,rafael-leonardo,v3,0.8107937705806361
bank,naive_bayes,f1,rafael-leonardo,v3,0.7919299937701778
bank,knn,acc,rafael-leonardo,v3,0.6260799566251145
bank,knn,f1,rafael-leonardo,v3,0.7700512986740302
bank,decision_tree,acc,rafael-leonardo,v3,0.7114373280452191
bank,decision_tree,f1,rafael-leonardo,v3,0.5725748849810677
Rice,perceptron,acc,rafael-scarpelli,v3,0.4666666666666667
Rice,perceptron,f1,rafael-scarpelli,v3,0.3996373996373996
Rice,svm,acc,rafael-scarpelli,v3,1.0
Rice,svm,f1,rafael-scarpelli,v3,1.0
Rice,naive_bayes,acc,rafael-scarpelli,v3,0.9666666666666668
Rice,naive_bayes,f1,rafael-scarpelli,v3,0.9665831244778612
Rice,knn,acc,rafael-scarpelli,v3,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v3,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v3,0.9333333333333332
Rice,decision_tree,f1,rafael-scarpelli,v3,0.9326599326599326
Mushroom,perceptron,acc,renato-augusto-v2,v3,0.9497635933806148
Mushroom,svm,f1,renato-augusto-v2,v3,0.9725177304964538
Mushroom,svm,acc,renato-augusto-v2,v3,0.9725177304964538
Mushroom,naive_bayes,f1,renato-augusto-v2,v3,0.6693262411347517
Mushroom,naive_bayes,acc,renato-augusto-v2,v3,0.6693262411347517
Mushroom,decision_tree,f1,renato-augusto-v2,v3,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v3,1.0
Mushroom,knn,f1,renato-augusto-v2,v3,1.0
Mushroom,knn,acc,renato-augusto-v2,v3,1.0
car.csv,perceptron,f1,romulo-jordao,v3,0.6159908731542844
car.csv,perceptron,acc,romulo-jordao,v3,0.8753623188405797
car.csv,svm,f1,romulo-jordao,v3,0.9603252696959792
car.csv,svm,acc,romulo-jordao,v3,0.9681159420289857
car.csv,naive_bayes,f1,romulo-jordao,v3,0.7693750773078984
car.csv,naive_bayes,acc,romulo-jordao,v3,0.7971014492753623
car.csv,knn,f1,romulo-jordao,v3,0.6004324699325072
car.csv,knn,acc,romulo-jordao,v3,0.8666666666666667
car.csv,decision_tree,f1,romulo-jordao,v3,0.9331776664317962
car.csv,decision_tree,acc,romulo-jordao,v3,0.9710144927536232
mushroom,perceptron,f1,thalles--barros,v3,0.9325101600550704
mushroom,svm,acc,thalles--barros,v3,0.999384236453202
mushroom,svm,f1,thalles--barros,v3,0.9993147930856546
mushroom,naive_bayes,acc,thalles--barros,v3,0.8713054187192119
mushroom,naive_bayes,f1,thalles--barros,v3,0.8572859969011414
mushroom,decision_tree,acc,thalles--barros,v3,1.0
mushroom,decision_tree,f1,thalles--barros,v3,1.0
mushroom,knn,acc,thalles--barros,v3,0.999384236453202
mushroom,knn,f1,thalles--barros,v3,0.9993147930856546
agaricus-lepiota,perceptron,f1,vitor--garcia,v3,0.9562040838375108
agaricus-lepiota,perceptron,acc,vitor--garcia,v3,0.9592198581560284
agaricus-lepiota,svm,f1,vitor--garcia,v3,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v3,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v3,0.5692927292234051
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v3,0.6923758865248227
agaricus-lepiota,decision_tree,f1,vitor--garcia,v3,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v3,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v3,0.9962210548885078
agaricus-lepiota,knn,acc,vitor--garcia,v3,0.99645390070922
Car Evaluation,perceptron,f1,vitor-oliveira,v3,0.7047619047619047
Car Evaluation,svm,acc,vitor-oliveira,v3,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v3,0.7600000000000001
Car Evaluation,naive_bayes,acc,vitor-oliveira,v3,0.7398843930635838
Car Evaluation,naive_bayes,f1,vitor-oliveira,v3,0.5454545454545454
Car Evaluation,decision_tree,acc,vitor-oliveira,v3,0.976878612716763
Car Evaluation,decision_tree,f1,vitor-oliveira,v3,0.9855072463768116
Car Evaluation,knn,acc,vitor-oliveira,v3,0.9132947976878611
Car Evaluation,knn,f1,vitor-oliveira,v3,0.9281767955801106
bank,perceptron,f1,ana--beatriz,v4,0.4896721430122313
bank,perceptron,acc,ana--beatriz,v4,0.870575221238938
bank,svm,f1,ana--beatriz,v4,0.4644549763033175
bank,svm,acc,ana--beatriz,v4,0.8672566371681416
bank,naive_bayes,f1,ana--beatriz,v4,0.6318495839221228
bank,naive_bayes,acc,ana--beatriz,v4,0.8163716814159292
bank,decision_tree,f1,ana--beatriz,v4,0.6710458623502102
bank,decision_tree,acc,ana--beatriz,v4,0.8716814159292036
bank,knn,f1,ana--beatriz,v4,0.4774019400328649
bank,knn,acc,ana--beatriz,v4,0.8595132743362832
glass_identification,perceptron,acc,andrey--jodar,v4,0.238095238095238
glass_identification,svm,f1,andrey--jodar,v4,0.1567099567099567
glass_identification,svm,acc,andrey--jodar,v4,0.4523809523809524
glass_identification,naive_bayes,f1,andrey--jodar,v4,0.3691520467836257
glass_identification,naive_bayes,acc,andrey--jodar,v4,0.5
glass_identification,decision_tree,f1,andrey--jodar,v4,0.5107038123167155
glass_identification,decision_tree,acc,andrey--jodar,v4,0.6904761904761905
glass_identification,knn,f1,andrey--jodar,v4,0.4401709401709402
glass_identification,knn,acc,andrey--jodar,v4,0.5952380952380952
spambase,perceptron,f1,arthur--heiji,v4,0.8399189179921026
spambase,perceptron,acc,arthur--heiji,v4,0.8510869565217392
spambase,svm,f1,arthur--heiji,v4,0.926828436923613
spambase,svm,acc,arthur--heiji,v4,0.9315217391304348
spambase,naive_bayes,f1,arthur--heiji,v4,0.7989013704358404
spambase,naive_bayes,acc,arthur--heiji,v4,0.8
spambase,decision_tree,f1,arthur--heiji,v4,0.9165217391304348
spambase,decision_tree,acc,arthur--heiji,v4,0.9217391304347826
spambase,knn,f1,arthur--heiji,v4,0.8935367986011763
spambase,knn,acc,arthur--heiji,v4,0.9010869565217392
wine_quality_red,perceptron,f1,arthur-hydeki,v4,0.7445640073304775
wine_quality_red,svm,acc,arthur-hydeki,v4,0.8974214965310197
wine_quality_red,svm,f1,arthur-hydeki,v4,0.9037852557620688
wine_quality_red,naive_bayes,acc,arthur-hydeki,v4,0.9044793941646676
wine_quality_red,naive_bayes,f1,arthur-hydeki,v4,0.8492563554139136
wine_quality_red,knn,acc,arthur-hydeki,v4,0.7873628391467802
wine_quality_red,knn,f1,arthur-hydeki,v4,0.9617108064818978
wine_quality_red,decision_tree,acc,arthur-hydeki,v4,0.8279995992320687
wine_quality_red,decision_tree,f1,arthur-hydeki,v4,0.8433610611668578
insurance,logistic_regression,acc,arthur-protazio,v4,0.8470149253731343
insurance,logistic_regression,f1,arthur-protazio,v4,0.8412045543940501
insurance,decision_tree,acc,arthur-protazio,v4,0.8283582089552238
insurance,decision_tree,f1,arthur-protazio,v4,0.8285076570906457
insurance,random_forest,acc,arthur-protazio,v4,0.8880597014925373
insurance,random_forest,f1,arthur-protazio,v4,0.8880839313702513
insurance,knn,acc,arthur-protazio,v4,0.7910447761194029
insurance,knn,f1,arthur-protazio,v4,0.7892090779662878
insurance,svm,acc,arthur-protazio,v4,0.8843283582089553
insurance,svm,f1,arthur-protazio,v4,0.8835551357314911
column_2c,perceptron,f1,eduardo-barbeiro,v4,0.5832332761578044
column_2c,perceptron,acc,eduardo-barbeiro,v4,0.7258064516129032
column_2c,svm,f1,eduardo-barbeiro,v4,0.5028985507246376
column_2c,svm,acc,eduardo-barbeiro,v4,0.6612903225806451
column_2c,naive_bayes,f1,eduardo-barbeiro,v4,0.7056774642981539
column_2c,naive_bayes,acc,eduardo-barbeiro,v4,0.7580645161290323
column_2c,decision_tree,f1,eduardo-barbeiro,v4,0.630299776851501
column_2c,decision_tree,acc,eduardo-barbeiro,v4,0.6935483870967742
column_2c,knn,f1,eduardo-barbeiro,v4,0.6828271395334214
column_2c,knn,acc,eduardo-barbeiro,v4,0.7258064516129032
Automobile,perceptron,acc,eduardo-cavazin,v4,0.6451612903225806
Automobile,svm,f1,eduardo-cavazin,v4,0.2530465949820789
Automobile,svm,acc,eduardo-cavazin,v4,0.5161290322580645
Automobile,naive_bayes,f1,eduardo-cavazin,v4,0.3914285714285714
Automobile,naive_bayes,acc,eduardo-cavazin,v4,0.4516129032258064
Automobile,decision_tree,f1,eduardo-cavazin,v4,0.6799422799422801
Automobile,decision_tree,acc,eduardo-cavazin,v4,0.8709677419354839
Automobile,knn,f1,eduardo-cavazin,v4,0.4261437908496732
Automobile,knn,acc,eduardo-cavazin,v4,0.5483870967741935
accelerator-mobile,perceptron,f1,gregory--soares,v4,0.496
accelerator-mobile,perceptron,acc,gregory--soares,v4,0.984
accelerator-mobile,svm,f1,gregory--soares,v4,0.827
accelerator-mobile,svm,acc,gregory--soares,v4,0.99
accelerator-mobile,naive_bayes,f1,gregory--soares,v4,0.62
accelerator-mobile,naive_bayes,acc,gregory--soares,v4,0.975
accelerator-mobile,decision_tree,f1,gregory--soares,v4,0.907
accelerator-mobile,decision_tree,acc,gregory--soares,v4,0.994
accelerator-mobile,knn,f1,gregory--soares,v4,0.843
accelerator-mobile,knn,acc,gregory--soares,v4,0.99
iris,perceptron,acc,gustavo--cruz-v2,v4,0.7
iris,perceptron,f1,gustavo--cruz-v2,v4,0.699666295884316
iris,svm,acc,gustavo--cruz-v2,v4,0.3333333333333333
iris,svm,f1,gustavo--cruz-v2,v4,0.25
iris,naive_bayes,acc,gustavo--cruz-v2,v4,0.9666666666666668
iris,naive_bayes,f1,gustavo--cruz-v2,v4,0.9657142857142856
iris,decision_tree,acc,gustavo--cruz-v2,v4,0.7
iris,decision_tree,f1,gustavo--cruz-v2,v4,0.4117647058823529
iris,knn,acc,gustavo--cruz-v2,v4,1.0
iris,knn,f1,gustavo--cruz-v2,v4,1.0
garments-workers,perceptron,acc,isaque--cruz,v4,0.7692307692307693
garments-workers,perceptron,f1,isaque--cruz,v4,0.6108080110497237
garments-workers,svm,acc,isaque--cruz,v4,0.7375565610859729
garments-workers,svm,f1,isaque--cruz,v4,0.4701554232804232
garments-workers,naive_bayes,acc,isaque--cruz,v4,0.7760180995475113
garments-workers,naive_bayes,f1,isaque--cruz,v4,0.6588947873061902
garments-workers,decision_tree,acc,isaque--cruz,v4,0.7918552036199095
garments-workers,decision_tree,f1,isaque--cruz,v4,0.7199217566190044
garments-workers,knn,acc,isaque--cruz,v4,0.7850678733031674
garments-workers,knn,f1,isaque--cruz,v4,0.7134238310708898
wine,perceptron,acc,larissa-v2,v4,0.9714285714285714
wine,perceptron,f1,larissa-v2,v4,0.9696394686907022
wine,svm,acc,larissa-v2,v4,0.9714285714285714
wine,svm,f1,larissa-v2,v4,0.9696394686907022
wine,naive_bayes,acc,larissa-v2,v4,1.0
wine,naive_bayes,f1,larissa-v2,v4,1.0
wine,knn,acc,larissa-v2,v4,1.0
wine,knn,f1,larissa-v2,v4,1.0
wine,decision_tree,acc,larissa-v2,v4,0.9428571428571428
wine,decision_tree,f1,larissa-v2,v4,0.9375
tic_tac_toe,perceptron,f1,leandro-menoni,v4,0.4
tic_tac_toe,perceptron,acc,leandro-menoni,v4,0.61
tic_tac_toe,svm,f1,leandro-menoni,v4,0.42
tic_tac_toe,svm,acc,leandro-menoni,v4,0.62
tic_tac_toe,naive_bayes,f1,leandro-menoni,v4,0.52
tic_tac_toe,naive_bayes,acc,leandro-menoni,v4,0.66
tic_tac_toe,decision_tree,f1,leandro-menoni,v4,0.86
tic_tac_toe,decision_tree,acc,leandro-menoni,v4,0.86
